"Statistics name :","2020 Population Census Basic Complete Tabulation on Population and Households"
"Table Number :","1-1-1"
"Title :","[Population, Households, Sex, Age and Marital status] Population by Sex - Japan, Prefectures, Municipalities (including Municipalities as of 2000)"
"Implementation date :","2020","Oct."
"Cities, Towns and Villages :","-"

"***","Data not available"
"-","Data not available"

"","","","","","","/Tabulated variable Code","2020_01","2020_01","2020_01"
"","","","","","","/Tabulated variable Auxiliary Code","-","-","-"
"","","","","","","/Tabulated variable","Population[people]","Population[people]","Population[people]"
"","","","","","","/Sex Code","0","1","2"
"","","","","","","/Sex Auxiliary Code","-","-","-"
"Time Code","Time Auxiliary Code","Time","All Municipalities (including those as of 2000) Code","All Municipalities (including those as of 2000) Auxiliary Code","All Municipalities (including those as of 2000)","/Sex","Total","Male","Female"
"2020000000","","2020","12106","","Chiba-shi Mihama-ku","","148,944","71,734","77,210"
"2020000000","","2020","12202","","Choshi-shi","","58,431","28,248","30,183"
"2020000000","","2020","12203","","Ichikawa-shi","","496,676","251,351","245,325"
"2020000000","","2020","12204","","Funabashi-shi","","642,907","318,860","324,047"
"2020000000","","2020","12205","","Tateyama-shi","","45,153","21,846","23,307"
"2020000000","","2020","12206","","Kisarazu-shi","","136,166","68,450","67,716"
"2020000000","","2020","12207","","Matsudo-shi","","498,232","247,210","251,022"
"2020000000","","2020","12208","","Noda-shi","","152,638","76,195","76,443"
"2020000000","","2020","1220B","","(Municipalities as of 2000) Noda-shi","","128,103","63,737","64,366"
"2020000000","","2020","12303","","(Municipalities as of 2000) Sekiyado-machi","","24,535","12,458","12,077"
"2020000000","","2020","12210","","Mobara-shi","","86,782","42,643","44,139"
"2020000000","","2020","12211","","Narita-shi","","132,906","66,231","66,675"
"2020000000","","2020","1221B","","(Municipalities as of 2000) Narita-shi","","116,069","57,650","58,419"
"2020000000","","2020","12341","","(Municipalities as of 2000) Shimofusa-machi","","6,185","3,110","3,075"
"2020000000","","2020","12343","","(Municipalities as of 2000) Taiei-machi","","10,652","5,471","5,181"
"2020000000","","2020","12212","","Sakura-shi","","168,743","82,421","86,322"
"2020000000","","2020","12213","","Togane-shi","","58,219","29,251","28,968"
"2020000000","","2020","12215","","Asahi-shi","","63,745","31,379","32,366"
"2020000000","","2020","1221C","","(Municipalities as of 2000) Asahi-shi","","38,693","19,002","19,691"
"2020000000","","2020","12348","","(Municipalities as of 2000) Hikata-machi","","6,160","3,040","3,120"
"2020000000","","2020","12361","","(Municipalities as of 2000) Unakami-machi","","10,218","5,037","5,181"
"2020000000","","2020","12362","","(Municipalities as of 2000) Iioka-machi","","8,674","4,300","4,374"
"2020000000","","2020","12216","","Narashino-shi","","176,197","87,882","88,315"
"2020000000","","2020","12217","","Kashiwa-shi","","426,468","210,824","215,644"
"2020000000","","2020","1221D","","(Municipalities as of 2000) Kashiwa-shi","","373,951","184,615","189,336"
"2020000000","","2020","12305","","(Municipalities as of 2000) Shonan-machi","","52,517","26,209","26,308"
"2020000000","","2020","12218","","Katsuura-shi","","16,927","8,704","8,223"
"2020000000","","2020","12219","","Ichihara-shi","","269,524","138,438","131,086"
"2020000000","","2020","12220","","Nagareyama-shi","","199,849","98,431","101,418"
"2020000000","","2020","12221","","Yachiyo-shi","","199,498","97,920","101,578"
"2020000000","","2020","12222","","Abiko-shi","","130,510","63,546","66,964"
"2020000000","","2020","12223","","Kamogawa-shi","","32,116","15,224","16,892"
"2020000000","","2020","1222B","","(Municipalities as of 2000) Kamogawa-shi","","26,904","12,713","14,191"
"2020000000","","2020","12472","","(Municipalities as of 2000) Amatsukominato-machi","","5,212","2,511","2,701"
"2020000000","","2020","12224","","Kamagaya-shi","","109,932","53,592","56,340"
"2020000000","","2020","12225","","Kimitsu-shi","","82,206","41,928","40,278"
"2020000000","","2020","12226","","Futtsu-shi","","42,465","21,529","20,936"
"2020000000","","2020","12227","","Urayasu-shi","","171,362","83,506","87,856"
"2020000000","","2020","12228","","Yotsukaido-shi","","93,576","46,347","47,229"
"2020000000","","2020","12229","","Sodegaura-shi","","63,883","32,214","31,669"
"2020000000","","2020","12230","","Yachimata-shi","","67,455","34,113","33,342"
"2020000000","","2020","12231","","Inzai-shi","","102,609","50,574","52,035"
"2020000000","","2020","1223B","","(Municipalities as of 2000) Inzai-shi","","81,379","40,025","41,354"
"2020000000","","2020","12325","","(Municipalities as of 2000) Inba-mura","","13,104","6,564","6,540"
"2020000000","","2020","12328","","(Municipalities as of 2000) Motono-mura","","8,126","3,985","4,141"
"2020000000","","2020","12232","","Shiroi-shi","","62,441","30,916","31,525"
"2020000000","","2020","12326","","(Municipalities as of 2000) Shiroi-machi","","62,441","30,916","31,525"
"2020000000","","2020","12233","","Tomisato-shi","","49,735","25,303","24,432"
"2020000000","","2020","12324","","(Municipalities as of 2000) Tomisato-machi","","49,735","25,303","24,432"
"2020000000","","2020","12234","","Minamiboso-shi","","35,831","17,011","18,820"
"2020000000","","2020","12461","","(Municipalities as of 2000) Tomiura-machi","","4,167","1,969","2,198"
"2020000000","","2020","12462","","(Municipalities as of 2000) Tomiyama-machi","","4,779","2,283","2,496"
"2020000000","","2020","12464","","(Municipalities as of 2000) Miyoshi-mura","","4,107","1,944","2,163"
"2020000000","","2020","12465","","(Municipalities as of 2000) Shirahama-machi","","4,228","1,945","2,283"
"2020000000","","2020","12466","","(Municipalities as of 2000) Chikura-machi","","9,656","4,569","5,087"
"2020000000","","2020","12467","","(Municipalities as of 2000) Maruyama-machi","","4,455","2,160","2,295"
"2020000000","","2020","12468","","(Municipalities as of 2000) Wada-machi","","4,439","2,141","2,298"
"2020000000","","2020","12235","","Sosa-shi","","35,040","17,251","17,789"
"2020000000","","2020","12214","","(Municipalities as of 2000) Yokaichiba-shi","","27,225","13,389","13,836"
"2020000000","","2020","12382","","(Municipalities as of 2000) Nosaka-machi","","7,815","3,862","3,953"
"2020000000","","2020","12236","","Katori-shi","","72,356","35,626","36,730"
"2020000000","","2020","12209","","(Municipalities as of 2000) Sawara-shi","","37,710","18,586","19,124"
"2020000000","","2020","12344","","(Municipalities as of 2000) Omigawa-machi","","21,699","10,656","11,043"
"2020000000","","2020","12345","","(Municipalities as of 2000) Yamada-machi","","8,740","4,292","4,448"
"2020000000","","2020","12346","","(Municipalities as of 2000) Kurimoto-machi","","4,207","2,092","2,115"
"2020000000","","2020","12237","","Sammu-shi","","48,444","24,200","24,244"
"2020000000","","2020","12404","","(Municipalities as of 2000) Naruto-machi","","20,647","10,237","10,410"
"2020000000","","2020","12405","","(Municipalities as of 2000) Sambu-machi","","15,351","7,787","7,564"
"2020000000","","2020","12406","","(Municipalities as of 2000) Hasunuma-mura","","3,682","1,796","1,886"
"2020000000","","2020","12407","","(Municipalities as of 2000) Matsuo-machi","","8,764","4,380","4,384"
"2020000000","","2020","12238","","Isumi-shi","","35,544","17,362","18,182"
"2020000000","","2020","12442","","(Municipalities as of 2000) Isumi-machi","","6,124","3,011","3,113"
"2020000000","","2020","12444","","(Municipalities as of 2000) Ohara-machi","","16,495","8,039","8,456"
"2020000000","","2020","12445","","(Municipalities as of 2000) Misaki-machi","","12,925","6,312","6,613"
"2020000000","","2020","12239","","Oamishirasato-shi","","48,129","23,549","24,580"
"2020000000","","2020","12402","","(Municipalities as of 2000) Oamishirasato-machi","","48,129","23,549","24,580"
"2020000000","","2020","12322","","Shisui-machi","","20,745","10,155","10,590"
"2020000000","","2020","12329","","Sakae-machi","","20,127","9,869","10,258"
"2020000000","","2020","12342","","Kozaki-machi","","5,816","2,938","2,878"
"2020000000","","2020","12347","","Tako-machi","","13,735","6,941","6,794"
"2020000000","","2020","12349","","Tonosho-machi","","13,228","6,575","6,653"
"2020000000","","2020","12403","","Kujukuri-machi","","14,639","7,203","7,436"
"2020000000","","2020","12409","","Shibayama-machi","","7,033","3,474","3,559"
"2020000000","","2020","12410","","Yokoshibahikari-machi","","22,075","10,767","11,308"
"2020000000","","2020","12381","","(Municipalities as of 2000) Hikari-machi","","9,746","4,763","4,983"
"2020000000","","2020","12408","","(Municipalities as of 2000) Yokoshiba-machi","","12,329","6,004","6,325"
"2020000000","","2020","12421","","Ichinomiya-machi","","11,897","5,824","6,073"
"2020000000","","2020","12422","","Mutsuzawa-machi","","6,760","3,259","3,501"
"2020000000","","2020","12423","","Chosei-mura","","13,803","6,801","7,002"
"2020000000","","2020","12424","","Shirako-machi","","10,305","5,115","5,190"
"2020000000","","2020","12426","","Nagara-machi","","6,721","3,295","3,426"
"2020000000","","2020","12427","","Chonan-machi","","7,198","3,527","3,671"
"2020000000","","2020","12441","","Otaki-machi","","8,885","4,307","4,578"
"2020000000","","2020","12443","","Onjuku-machi","","6,874","3,260","3,614"
"2020000000","","2020","12463","","Kyonan-machi","","6,993","3,356","3,637"
"2020000000","","2020","13000","","Tokyo-to","","14,047,594","6,898,388","7,149,206"
"2020000000","","2020","13100","","Ku-area","","9,733,276","4,774,402","4,958,874"
"2020000000","","2020","13101","","Chiyoda-ku","","66,680","33,637","33,043"
"2020000000","","2020","13102","","Chuo-ku","","169,179","80,931","88,248"
"2020000000","","2020","13103","","Minato-ku","","260,486","123,410","137,076"
"2020000000","","2020","13104","","Shinjuku-ku","","349,385","174,822","174,563"
"2020000000","","2020","13105","","Bunkyo-ku","","240,069","115,483","124,586"
"2020000000","","2020","13106","","Taito-ku","","211,444","108,586","102,858"
"2020000000","","2020","13107","","Sumida-ku","","272,085","134,787","137,298"
"2020000000","","2020","13108","","Koto-ku","","524,310","258,015","266,295"
"2020000000","","2020","13109","","Shinagawa-ku","","422,488","208,688","213,800"
"2020000000","","2020","13110","","Meguro-ku","","288,088","135,820","152,268"
"2020000000","","2020","13111","","Ota-ku","","748,081","372,464","375,617"
"2020000000","","2020","13112","","Setagaya-ku","","943,664","445,592","498,072"
"2020000000","","2020","13113","","Shibuya-ku","","243,883","117,907","125,976"
"2020000000","","2020","13114","","Nakano-ku","","344,880","172,525","172,355"
"2020000000","","2020","13115","","Suginami-ku","","591,108","284,301","306,807"
"2020000000","","2020","13116","","Toshima-ku","","301,599","151,020","150,579"
"2020000000","","2020","13117","","Kita-ku","","355,213","176,289","178,924"
"2020000000","","2020","13118","","Arakawa-ku","","217,475","107,683","109,792"
"2020000000","","2020","13119","","Itabashi-ku","","584,483","286,179","298,304"
"2020000000","","2020","13120","","Nerima-ku","","752,608","361,770","390,838"
"2020000000","","2020","13121","","Adachi-ku","","695,043","347,408","347,635"
"2020000000","","2020","13122","","Katsushika-ku","","453,093","225,758","227,335"
"2020000000","","2020","13123","","Edogawa-ku","","697,932","351,327","346,605"
"2020000000","","2020","13201","","Hachioji-shi","","579,355","291,307","288,048"
"2020000000","","2020","13202","","Tachikawa-shi","","183,581","91,191","92,390"
"2020000000","","2020","13203","","Musashino-shi","","150,149","71,868","78,281"
"2020000000","","2020","13204","","Mitaka-shi","","195,391","94,489","100,902"
"2020000000","","2020","13205","","Ome-shi","","133,535","66,654","66,881"
"2020000000","","2020","13206","","Fuchu-shi","","262,790","131,468","131,322"
"2020000000","","2020","13207","","Akishima-shi","","113,949","56,639","57,310"
"2020000000","","2020","13208","","Chofu-shi","","242,614","117,044","125,570"
"2020000000","","2020","13209","","Machida-shi","","431,079","210,533","220,546"
"2020000000","","2020","13210","","Koganei-shi","","126,074","61,759","64,315"
"2020000000","","2020","13211","","Kodaira-shi","","198,739","97,507","101,232"
"2020000000","","2020","13212","","Hino-shi","","190,435","94,918","95,517"
"2020000000","","2020","13213","","Higashimurayama-shi","","151,815","73,827","77,988"
"2020000000","","2020","13214","","Kokubunji-shi","","129,242","62,985","66,257"
"2020000000","","2020","13215","","Kunitachi-shi","","77,130","37,515","39,615"
"2020000000","","2020","13218","","Fussa-shi","","56,414","28,023","28,391"
"2020000000","","2020","13219","","Komae-shi","","84,772","41,043","43,729"
"2020000000","","2020","13220","","Higashiyamato-shi","","83,901","41,034","42,867"
"2020000000","","2020","13221","","Kiyose-shi","","76,208","36,550","39,658"
"2020000000","","2020","13222","","Higashikurume-shi","","115,271","55,647","59,624"
"2020000000","","2020","13223","","Musashimurayama-shi","","70,829","35,260","35,569"
"2020000000","","2020","13224","","Tama-shi","","146,951","71,611","75,340"
"2020000000","","2020","13225","","Inagi-shi","","93,151","46,879","46,272"
"2020000000","","2020","13227","","Hamura-shi","","54,326","27,471","26,855"
"2020000000","","2020","13228","","Akiruno-shi","","79,292","39,230","40,062"
"2020000000","","2020","13229","","Nishitokyo-shi","","207,388","100,992","106,396"
"2020000000","","2020","13216","","(Municipalities as of 2000) Tanashi-shi","","91,729","44,805","46,924"
"2020000000","","2020","13217","","(Municipalities as of 2000) Hoya-shi","","115,659","56,187","59,472"
"2020000000","","2020","13303","","Mizuho-machi","","31,765","15,992","15,773"
"2020000000","","2020","13305","","Hinode-machi","","16,958","8,267","8,691"
"2020000000","","2020","13307","","Hinohara-mura","","2,003","983","1,020"
"2020000000","","2020","13308","","Okutama-machi","","4,750","2,389","2,361"
"2020000000","","2020","13361","","Oshima-machi","","7,102","3,667","3,435"
"2020000000","","2020","13362","","Toshima-mura","","327","197","130"
"2020000000","","2020","13363","","Niijima-mura","","2,441","1,204","1,237"
"2020000000","","2020","13364","","Kouzushima-mura","","1,855","952","903"
"2020000000","","2020","13381","","Miyake-mura","","2,273","1,269","1,004"
"2020000000","","2020","13382","","Mikurajima-mura","","323","181","142"
"2020000000","","2020","13401","","Hachijo-machi","","7,042","3,534","3,508"
"2020000000","","2020","13402","","Aogashima-mura","","169","102","67"
"2020000000","","2020","13421","","Ogasawara-mura","","2,929","1,805","1,124"
"2020000000","","2020","14000","","Kanagawa-ken","","9,237,337","4,588,268","4,649,069"
"2020000000","","2020","14100","","Yokohama-shi","","3,777,491","1,867,305","1,910,186"
"2020000000","","2020","14101","","Yokohama-shi Tsurumi-ku","","297,437","153,438","143,999"
"2020000000","","2020","14102","","Yokohama-shi Kanagawa-ku","","247,267","126,011","121,256"
"2020000000","","2020","14103","","Yokohama-shi Nishi-ku","","104,935","53,091","51,844"
"2020000000","","2020","14104","","Yokohama-shi Naka-ku","","151,388","77,135","74,253"
"2020000000","","2020","14105","","Yokohama-shi Minami-ku","","198,157","98,939","99,218"
"2020000000","","2020","14106","","Yokohama-shi Hodogaya-ku","","207,811","101,940","105,871"
"2020000000","","2020","14107","","Yokohama-shi Isogo-ku","","166,731","82,061","84,670"
"2020000000","","2020","14108","","Yokohama-shi Kanazawa-ku","","198,939","97,016","101,923"
"2020000000","","2020","14109","","Yokohama-shi Kohoku-ku","","358,530","179,150","179,380"
"2020000000","","2020","14110","","Yokohama-shi Totsuka-ku","","283,709","138,309","145,400"
"2020000000","","2020","14111","","Yokohama-shi Konan-ku","","215,248","105,015","110,233"
"2020000000","","2020","14112","","Yokohama-shi Asahi-ku","","245,174","118,260","126,914"
"2020000000","","2020","14113","","Yokohama-shi Midori-ku","","183,082","90,168","92,914"
"2020000000","","2020","14114","","Yokohama-shi Seya-ku","","122,623","59,355","63,268"
"2020000000","","2020","14115","","Yokohama-shi Sakae-ku","","120,194","58,513","61,681"
"2020000000","","2020","14116","","Yokohama-shi Izumi-ku","","152,378","73,934","78,444"
